Model,mAP@0.5,mAP@0.5:0.95,Precision,Recall,Training Time (min),F1 Score
YOLOv11,0.9923443594647483,0.9866404376719482,0.9891813095609648,0.9817651551803624,11.178697999318441,0.9854592798491769
YOLOv12,0.9912637080818771,0.9847090955535703,0.9844440936031766,0.9897938144329896,36.6726825038592,0.98711170577489
